CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,bug
0.18883,2,11,2,0.16129,0.17,20,17,1,5,5,29,2,4,25,2,18,0.0625,0.082569,9,7,1,15,0.082569,9,0,0,0,0,0,100,124,6,0,6,0,16,0,15,0,16,44,0,15,0,100,124,6,0,6,0,16,0,15,0,16,44,0,15,0,false
0,0,0,0,0,0,0,0,4,0,0,5,4,1,1,1,6,0.166667,0.233333,7,7,1,5,0.233333,7,3,4,0,0,1,23,29,14,8,0,0,5,0,5,0,44,5,0,36,0,23,29,14,8,0,0,5,0,5,0,44,5,0,36,0,false
0,0,0,0,0,0,0,0,1,1,1,9,11,1,1,16,21,0.5,0.111111,7,6,1,1,0.111111,7,0,0,0,0,0,56,69,6,0,6,0,5,0,1,0,5,31,0,1,0,56,69,6,0,6,0,5,0,1,0,5,31,0,1,0,true
0,0,0,0,0,0,0,0,1,0,0,4,1,2,2,0,3,0.25,0.1875,3,3,1,3,0.1875,3,1,1,1,1,1,13,18,1,1,1,1,3,0,3,0,3,3,0,3,0,13,18,1,1,1,1,3,0,3,0,3,3,0,3,0,false
0,0,0,0,0,0,0,0,1,0,0,5,4,1,1,3,6,0.25,0.157895,3,3,1,3,0.157895,3,2,2,0,0,1,16,21,2,2,1,1,3,0,3,0,6,6,0,6,0,16,21,2,2,1,1,3,0,3,0,6,6,0,6,0,false
0.14257,3,16,3,0.115385,0.125,18,16,1,1,1,30,5,11,20,5,24,0.15,0.065693,9,9,3,17,0.065693,9,2,2,0,0,1,128,156,8,10,8,10,19,0,19,1,19,64,0,19,1,128,156,8,10,8,10,19,0,19,1,19,64,0,19,1,true
0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,3,0.5,0.352941,6,6,1,1,0.352941,6,0,0,0,0,0,11,14,1,0,1,0,2,0,1,0,2,2,0,1,0,11,14,1,0,1,0,2,0,1,0,2,2,0,1,0,false
0,0,0,0,0,0,0,0,1,4,4,55,33,11,14,58,80,0.090909,0.040816,12,6,1,10,0.038462,12,1,1,0,0,1,282,334,22,2,22,2,22,0,10,1,22,162,0,10,1,300,352,22,2,22,2,25,0,13,1,25,168,0,13,1,true
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,false
0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,1,0,1,2,0,1,0,8,8,0,0,0,0,1,0,1,0,1,2,0,1,0,false
0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,1,0,1,3,0,1,0,10,10,0,0,0,0,1,0,1,0,1,3,0,1,0,false
0,0,0,0,0,0,0,0,1,2,2,24,7,8,11,4,15,0.142857,0.043956,4,4,1,6,0.043956,4,2,2,0,0,1,87,100,1,2,1,2,11,0,6,0,11,46,0,6,0,87,100,1,2,1,2,11,0,6,0,11,46,0,6,0,false
0,0,0,0,0,0,0,0,3,0,0,18,0,1,1,0,18,0.055556,0.059524,5,3,1,17,0.059524,5,0,0,0,0,0,79,100,1,0,1,0,18,0,17,0,18,17,0,17,0,79,100,1,0,1,0,18,0,17,0,18,17,0,17,0,false
0.319444,2,11,2,0.247059,0.295775,21,21,1,2,2,19,4,1,4,2,14,0.090909,0.040541,3,3,1,10,0.040541,3,1,2,1,2,2,71,85,3,4,3,2,12,0,10,2,14,30,0,12,2,71,85,3,4,3,2,12,0,10,2,14,30,0,12,2,false
0,0,0,0,0,0,0,0,2,1,1,12,5,8,8,8,19,0.1,0.08,4,4,1,9,0.08,4,2,3,1,1,1,46,59,5,6,2,4,11,0,9,2,21,14,0,19,4,46,59,5,6,2,4,11,0,9,2,21,14,0,19,4,false
0,0,0,0,0,0,0,0,0,13,1,15,25,139,3,12,14,0,0,0,0,0,2,0,0,0,0,0,0,0,52,57,18,1,18,1,2,18,1,0,2,27,18,1,0,52,57,18,1,18,1,2,18,1,0,2,27,18,1,0,false
0.172775,1,4,1,0.097087,0.117647,10,10,5,0,0,7,2,1,0,2,9,0,0,0,0,0,8,0,0,1,1,0,0,1,29,37,1,1,0,1,7,0,7,0,11,7,0,11,0,85,103,4,1,3,1,17,0,17,0,21,25,0,21,0,false
0.23913,1,4,1,0.151515,0.178571,10,10,2,1,1,13,1,2,1,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,46,54,2,0,2,0,8,0,8,0,8,15,0,8,0,56,66,3,0,3,0,10,0,10,0,10,18,0,10,0,false
0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,12,14,1,0,1,0,2,0,2,0,2,3,0,2,0,12,14,1,0,1,0,2,0,2,0,2,3,0,2,0,false
0.775701,1,7,1,0.625,0.703704,20,19,1,5,2,8,2,5,5,1,3,0,0,0,0,0,2,0,0,2,2,0,0,1,27,32,9,1,3,0,2,0,1,0,11,14,0,10,0,27,32,9,1,3,0,2,0,1,0,11,14,0,10,0,true
0.775701,1,7,1,0.625,0.703704,20,19,1,5,2,8,2,3,3,1,3,0,0,0,0,0,2,0,0,2,2,0,0,1,27,32,9,1,3,0,2,0,1,0,11,14,0,10,0,27,32,9,1,3,0,2,0,1,0,11,14,0,10,0,true
0.457143,2,10,2,0.333333,0.372093,16,16,3,2,2,12,1,4,4,1,5,0,0,0,0,0,5,0,0,0,0,3,17,0,43,48,1,0,1,0,4,0,4,0,4,22,0,4,0,43,48,1,0,1,0,4,0,4,0,4,22,0,4,0,false
0,0,0,0,0,0,0,0,1,3,3,25,1,1,1,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,68,79,2,1,2,1,9,0,9,0,9,32,0,9,0,68,79,2,1,2,1,9,0,9,0,9,32,0,9,0,false
0.775701,1,7,1,0.645161,0.703704,20,19,1,5,2,8,2,5,5,1,3,0,0,0,0,0,2,0,0,2,2,0,0,1,27,31,9,1,3,0,2,0,1,0,11,14,0,10,0,27,31,9,1,3,0,2,0,1,0,11,14,0,10,0,true
0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,28,35,0,0,0,0,7,0,7,0,7,5,0,7,0,36,44,0,0,0,0,9,0,9,0,9,7,0,9,0,false
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,10,11,0,0,0,0,2,0,2,0,2,2,0,2,0,10,11,0,0,0,0,2,0,2,0,2,2,0,2,0,false
0.797101,1,5,1,0.64,0.714286,16,15,1,3,2,6,2,1,1,1,3,0,0,0,0,0,2,0,0,2,2,0,0,1,21,25,7,1,1,0,2,0,1,0,11,10,0,10,0,21,25,7,1,1,0,2,0,1,0,11,10,0,10,0,false
0.247104,2,10,2,0.188235,0.231884,16,16,1,1,1,19,2,12,12,3,9,0.166667,0.08,6,6,1,5,0.08,6,1,1,12,14,1,69,85,6,1,5,1,6,0,5,0,10,36,0,9,0,69,85,6,1,5,1,6,0,5,0,10,36,0,9,0,true
0.765517,3,22,3,0.648649,0.69697,24,23,1,7,2,10,2,7,7,1,3,0,0,0,0,0,2,0,0,2,2,1,1,1,33,37,11,1,5,0,2,0,1,0,11,18,0,10,0,33,37,11,1,5,0,2,0,1,0,11,18,0,10,0,true
0.775701,1,7,1,0.645161,0.703704,20,19,1,5,2,8,2,9,9,1,3,0,0,0,0,0,2,0,0,2,2,0,0,1,27,31,9,1,3,0,2,0,1,0,11,14,0,10,0,27,31,9,1,3,0,2,0,1,0,11,14,0,10,0,true
0.757426,3,25,3,0.652174,0.690476,30,29,1,10,2,13,2,34,34,1,3,0,0,0,0,0,2,0,0,2,2,1,1,1,42,46,14,1,8,0,2,0,1,0,11,24,0,10,0,42,46,14,1,8,0,2,0,1,0,11,24,0,10,0,true
0.797101,1,5,1,0.64,0.714286,16,15,1,3,2,6,2,1,1,1,3,0.5,0.125,3,3,1,1,0.125,3,2,2,0,0,1,21,25,7,1,1,0,2,0,1,0,11,10,0,10,0,21,25,7,1,1,0,2,0,1,0,11,10,0,10,0,false
0,0,0,0,0,0,0,0,0,0,0,1,1,16,16,1,2,0,0,0,0,0,2,0,0,3,3,0,0,1,5,6,14,1,0,0,1,0,1,0,12,1,0,11,0,5,6,14,1,0,0,1,0,1,0,12,1,0,11,0,false
0.765517,3,22,3,0.648649,0.69697,24,23,1,7,2,10,2,16,16,1,3,0,0,0,0,0,2,0,0,2,2,0,0,1,33,37,11,1,5,0,2,0,1,0,11,18,0,10,0,33,37,11,1,5,0,2,0,1,0,11,18,0,10,0,true
0.757426,3,25,3,0.638298,0.674419,30,29,1,10,2,13,2,14,14,1,3,0,0,0,0,0,2,0,0,2,2,0,0,1,43,47,14,1,8,0,2,0,1,0,11,24,0,10,0,43,47,14,1,8,0,2,0,1,0,11,24,0,10,0,true
0.555556,1,6,1,0.314286,0.366667,11,11,1,6,2,9,2,7,7,1,3,0,0,0,0,0,2,0,0,2,2,0,0,1,30,35,10,1,4,0,2,0,1,0,11,16,0,10,0,30,35,10,1,4,0,2,0,1,0,11,16,0,10,0,true
0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,1,2,0,0,0,0,0,2,0,0,3,3,0,0,1,5,6,11,1,0,0,1,0,1,1,12,1,0,11,1,5,6,11,1,0,0,1,0,1,1,12,1,0,11,1,false
0.775701,1,7,1,0.645161,0.703704,20,19,1,5,2,8,2,4,4,1,3,0,0,0,0,0,2,0,0,2,2,0,0,1,27,31,9,1,3,0,2,0,1,0,11,14,0,10,0,27,31,9,1,3,0,2,0,1,0,11,14,0,10,0,true
0,0,0,0,0,0,0,0,1,0,0,3,1,6,6,1,4,0,0,0,0,0,4,0,0,1,1,0,0,1,13,16,1,1,0,1,3,0,3,0,7,3,0,7,0,13,16,1,1,0,1,3,0,3,0,7,3,0,7,0,false
0,0,0,0,0,0,0,0,2,1,1,26,9,31,261,9,23,0,0,0,0,0,10,0,0,1,1,17,29,1,82,101,3,7,3,6,14,0,9,0,15,37,0,10,0,82,101,3,7,3,6,14,0,9,0,15,37,0,10,0,false
0,0,0,0,0,0,0,0,5,0,0,6,3,56,50,0,6,0,0,0,0,0,5,0,0,2,2,53,143,1,22,28,16,17,0,1,6,0,4,0,45,2,0,36,16,22,28,16,17,0,1,6,0,4,0,45,2,0,36,16,false
0.536913,3,19,3,0.408163,0.435897,20,17,1,1,1,14,1,3,7,0,5,0,0.025,1,0,0,5,0.025,1,1,1,3,3,1,39,49,2,2,2,2,5,0,4,0,5,17,0,4,0,39,49,2,2,2,2,5,0,4,0,5,17,0,4,0,false
0.334728,3,19,3,0.263158,0.283333,20,17,1,1,1,18,3,16,18,2,11,0,0.032258,2,0,0,10,0.032258,2,2,2,0,0,1,60,76,2,2,2,2,9,0,9,0,9,27,0,9,0,60,76,2,2,2,2,9,0,9,0,9,27,0,9,0,false
0,0,0,0,0,0,0,0,1,4,2,11,16,0,0,15,19,0,0,0,0,0,2,0,0,1,1,0,0,1,76,93,2,1,0,0,4,0,1,0,37,61,0,30,0,80,97,2,1,0,0,5,0,2,0,38,62,0,31,0,false
0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,false
0,0,0,0,0,0,0,0,1,1,1,22,6,32,38,0,20,0.238095,0.273438,35,35,5,16,0.273438,35,0,0,1,1,0,93,146,17,10,17,10,20,5,20,7,20,32,5,20,7,93,146,17,10,17,10,20,5,20,7,20,32,5,20,7,false
0.29653,1,2,2,0.196078,0.225,20,18,1,0,0,3,11,0,0,9,12,0.25,0.092593,5,5,1,3,0.069767,6,1,1,0,0,1,49,63,5,1,3,0,3,0,3,1,36,33,0,32,1,80,102,22,19,4,1,10,0,8,1,87,40,0,72,17,false
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,0,0,0,3,0,0,7,3,1,2,4,11,0,0.033333,1,0,0,6,0.033333,1,3,3,0,0,1,29,37,17,18,1,1,7,0,5,0,51,7,0,40,16,29,37,17,18,1,1,7,0,5,0,51,7,0,40,16,false
0,0,0,0,0,0,0,0,3,1,1,9,20,0,0,32,38,0,0.052632,6,0,0,7,0.074286,13,1,1,0,0,1,108,159,2,1,0,0,6,0,6,0,39,76,0,35,0,162,219,21,36,3,0,16,0,11,0,144,95,0,113,32,false
0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,2,0,0,0,0,0,1,0,0,1,1,0,0,1,5,5,3,0,0,0,1,0,0,0,4,1,0,1,0,5,5,3,0,0,0,1,0,0,0,4,1,0,1,0,false
0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,2,3,0,0.1,1,0,0,2,0.1,1,0,0,0,0,0,9,10,0,0,0,0,1,0,1,0,1,3,0,1,0,9,10,0,0,0,0,1,0,1,0,1,3,0,1,0,false
0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,1,0,1,3,0,1,0,9,9,0,0,0,0,1,0,1,0,1,3,0,1,0,false
0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,2,0,0,0,0,0,1,0,0,1,1,0,0,1,5,5,3,0,0,0,1,0,0,0,4,1,0,1,0,5,5,3,0,0,0,1,0,0,0,4,1,0,1,0,false
0,0,0,0,0,0,0,0,1,1,1,5,0,3,2,0,4,0,0,0,0,0,2,0,0,0,0,2,2,0,24,28,3,0,3,0,4,0,1,0,4,9,0,1,0,24,28,3,0,3,0,4,0,1,0,4,9,0,1,0,false
0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,1,0.5,0.375,3,3,1,1,0.375,3,3,4,0,0,2,5,6,16,18,0,0,1,0,1,0,46,1,0,37,16,5,6,16,18,0,0,1,0,1,0,46,1,0,37,16,false
0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0.5,0.375,3,3,1,1,0.375,3,3,3,0,0,1,5,5,16,17,0,0,1,0,1,0,45,1,0,36,16,5,5,16,17,0,0,1,0,1,0,45,1,0,36,16,false
0,0,0,0,0,0,0,0,0,0,0,2,4,6,1,2,4,0,0,0,0,0,3,0,0,2,3,0,0,1,8,11,11,8,0,0,2,0,2,0,16,1,3,16,0,8,11,11,8,0,0,2,0,2,0,16,1,3,16,0,false
0,0,0,0,0,0,0,0,0,0,0,2,2,6,5,5,7,0.666667,0.578947,11,11,2,1,0.578947,11,1,1,0,0,1,8,15,7,5,0,1,2,0,2,0,8,2,3,8,0,8,15,7,5,0,1,2,0,2,0,8,2,3,8,0,false
0,0,0,0,0,0,0,0,3,3,3,61,16,417,388,10,55,0.108108,0.071111,16,15,4,33,0.071111,16,1,1,27,331,1,209,268,16,17,16,17,45,0,36,16,45,92,0,36,16,209,268,16,17,16,17,45,0,36,16,45,92,0,36,16,true
0,0,0,0,0,0,0,0,1,0,0,11,6,8,13,6,15,0,0,0,0,0,9,0,0,0,0,0,0,0,32,43,1,0,1,0,9,0,8,6,9,8,0,8,6,32,43,1,0,1,0,9,0,8,6,9,8,0,8,6,false
0,0,0,0,0,0,0,0,1,0,0,4,1,14,23,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,24,30,2,2,2,2,4,0,4,0,4,11,0,4,0,24,30,2,2,2,2,4,0,4,0,4,11,0,4,0,false
0,0,0,0,0,0,0,0,1,0,0,4,0,14,13,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,23,29,2,2,2,2,4,0,4,0,4,10,0,4,0,23,29,2,2,2,2,4,0,4,0,4,10,0,4,0,false
0,0,0,0,0,0,0,0,2,2,2,16,9,3,1,9,15,0.166667,0.075269,7,6,1,5,0.04023,7,1,1,0,0,1,86,113,8,1,6,0,6,0,5,1,39,63,0,34,1,167,208,13,1,11,0,14,0,9,1,53,103,0,42,1,false
0,0,0,0,0,0,0,0,1,2,2,3,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,14,15,1,0,0,0,1,0,0,0,4,7,0,2,0,14,15,1,0,0,0,1,0,0,0,4,7,0,2,0,false
0,0,0,0,0,0,0,0,1,2,2,3,2,1,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,15,17,1,0,1,0,1,0,1,0,1,6,0,1,0,15,17,1,0,1,0,1,0,1,0,1,6,0,1,0,false
0,0,0,0,0,0,0,0,1,1,1,6,0,3,3,0,4,0,0,0,0,0,3,0,0,0,0,2,2,0,23,28,1,0,1,0,4,0,2,0,4,9,0,2,0,23,28,1,0,1,0,4,0,2,0,4,9,0,2,0,false
0,0,0,0,0,0,0,0,1,3,3,7,2,1,1,1,3,0,0,0,0,0,2,0,0,1,1,0,0,1,31,37,4,0,3,0,2,0,1,0,5,18,0,3,0,31,37,4,0,3,0,2,0,1,0,5,18,0,3,0,false
0.31694,2,10,2,0.25,0.264151,17,14,1,1,1,16,3,4,7,0,10,0.090909,0.101695,6,5,1,10,0.101695,6,0,0,0,0,0,53,68,2,2,2,2,10,0,10,0,10,22,0,10,0,53,68,2,2,2,2,10,0,10,0,10,22,0,10,0,false
0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,2,5,0,0,0,0,0,4,0,0,2,3,0,0,1,10,13,0,0,0,0,3,0,3,0,11,2,0,11,0,10,13,0,0,0,0,3,0,3,0,11,2,0,11,0,false
0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,0,0,0,0,0,2,0,0,2,3,0,0,1,6,7,0,0,0,0,1,0,1,0,9,1,0,9,0,6,7,0,0,0,0,1,0,1,0,9,1,0,9,0,false
0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,1,2,0,0,0,0,0,2,0,0,1,1,0,0,1,5,6,0,0,0,0,1,0,1,0,5,1,0,5,0,5,6,0,0,0,0,1,0,1,0,5,1,0,5,0,false
0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,2,0,0,0,0,0,2,0,0,2,3,0,0,1,7,8,0,0,0,0,1,0,1,0,9,1,0,9,0,7,8,0,0,0,0,1,0,1,0,9,1,0,9,0,false
0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,4,0,0,0,0,0,3,0,0,1,1,0,0,1,7,9,0,0,0,0,2,0,2,0,6,1,0,6,0,7,9,0,0,0,0,2,0,2,0,6,1,0,6,0,false
0,0,0,0,0,0,0,0,0,0,0,4,2,12,19,4,8,0,0,0,0,0,5,0,0,1,2,6,6,2,13,17,0,0,0,0,4,0,4,0,8,3,0,8,0,13,17,0,0,0,0,4,0,4,0,8,3,0,8,0,false
0,0,0,0,0,0,0,0,0,0,0,4,1,2,5,0,4,0,0,0,0,0,5,0,0,1,1,0,0,1,13,17,0,0,0,0,4,0,4,0,4,3,0,4,0,13,17,0,0,0,0,4,0,4,0,4,3,0,4,0,false
0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,4,0,0,0,0,0,3,0,0,2,3,0,0,1,7,9,0,0,0,0,2,0,2,0,10,1,0,10,0,7,9,0,0,0,0,2,0,2,0,10,1,0,10,0,false
0,0,0,0,0,0,0,0,0,0,0,2,2,15,3,1,3,0,0,0,0,0,3,0,0,2,3,0,0,1,9,11,0,0,0,0,2,0,2,0,10,2,0,10,0,9,11,0,0,0,0,2,0,2,0,10,2,0,10,0,false
0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,1,4,0,0,0,0,0,4,0,0,2,3,0,0,1,16,21,1,1,1,1,3,0,3,0,11,4,0,11,0,16,21,1,1,1,1,3,0,3,0,11,4,0,11,0,false
0.268293,2,7,2,0.225806,0.257143,28,27,1,2,2,19,8,6,11,6,16,0,0.011905,1,1,0,6,0.018692,2,1,1,3,3,1,83,100,7,2,7,2,10,0,5,1,10,37,0,5,1,105,124,10,2,10,2,12,0,6,1,12,45,0,6,1,false
1,1,3,1,1,1,15,14,1,2,2,3,3,0,0,3,4,0,0.066667,1,0,0,2,0.066667,1,0,0,0,0,0,14,15,0,0,0,0,1,0,1,0,1,5,0,1,0,14,15,0,0,0,0,1,0,1,0,1,5,0,1,0,false
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,11,3,0,3,0,1,0,0,0,1,3,0,0,0,10,11,3,0,3,0,1,0,0,0,1,3,0,0,0,false
0,0,0,0,0,0,0,0,1,0,0,5,3,40,45,2,7,0,0,0,0,0,3,0,0,3,3,7,49,1,19,24,17,18,1,1,5,0,2,0,50,6,0,38,16,19,24,17,18,1,1,5,0,2,0,50,6,0,38,16,false
0,0,0,0,0,0,0,0,4,2,2,27,22,2,2,39,53,0,0,0,0,0,11,0,0,2,5,0,0,3,123,142,22,20,6,3,14,0,10,0,53,64,0,42,16,123,142,22,20,6,3,14,0,10,0,53,64,0,42,16,false
0,0,0,0,0,0,0,0,1,0,0,4,2,3,2,2,6,0.2,0.259259,7,7,1,4,0.259259,7,3,3,0,0,1,20,24,2,3,0,1,4,0,4,0,11,8,0,11,0,20,24,2,3,0,1,4,0,4,0,11,8,0,11,0,false
0.083975,2,2,2,0.036117,0.045714,16,16,2,2,2,73,27,8,16,54,78,0.25,0.077364,27,11,3,9,0.071618,27,1,1,2,2,1,322,410,27,8,27,8,24,0,11,0,24,178,0,11,0,350,443,28,8,28,8,27,0,13,0,27,190,0,13,0,true
0,0,0,0,0,0,0,0,1,2,2,4,4,0,0,4,5,0,0,0,0,0,2,0,0,0,0,0,0,0,20,22,0,0,0,0,1,0,1,0,1,10,0,1,0,20,22,0,0,0,0,1,0,1,0,1,10,0,1,0,false
0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,10,13,1,0,1,0,2,0,1,0,2,2,0,1,0,10,13,1,0,1,0,2,0,1,0,2,2,0,1,0,false
0,0,0,0,0,0,0,0,1,1,1,5,8,1,2,4,8,0.25,0.12,3,3,1,3,0.12,3,1,1,0,0,1,22,26,17,10,0,0,4,0,3,0,23,6,5,22,7,22,26,17,10,0,0,4,0,3,0,23,6,5,22,7,false
0.036566,1,5,1,0.046273,0.042345,18,13,3,4,4,72,22,3,8,26,45,0.181818,0.1,30,12,2,9,0.091716,31,2,2,0,0,1,270,346,4,1,4,1,19,0,10,0,19,153,0,10,0,307,389,8,1,8,1,24,0,13,0,24,165,0,13,0,true
0,0,0,0,0,0,0,0,1,2,2,4,4,0,0,4,5,0,0.0625,1,0,0,2,0.0625,1,0,0,0,0,0,15,17,0,0,0,0,1,0,1,0,1,6,0,1,0,15,17,0,0,0,0,1,0,1,0,1,6,0,1,0,false
0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,11,3,0,3,0,1,0,0,0,1,3,0,0,0,10,11,3,0,3,0,1,0,0,0,1,3,0,0,0,false
0,0,0,0,0,0,0,0,1,0,0,3,2,1,1,1,4,0,0,0,0,0,3,0,0,1,1,0,0,1,14,17,1,0,1,0,3,0,2,0,3,3,0,2,0,14,17,1,0,1,0,3,0,2,0,3,3,0,2,0,false
0.092984,2,12,4,0.103753,0.114943,47,40,1,2,2,47,17,7,11,17,39,0.111111,0.18254,46,34,1,8,0.12782,51,0,0,0,0,0,206,288,13,6,13,6,22,1,8,0,22,110,1,8,0,348,453,21,6,21,6,38,1,18,0,38,172,1,18,0,true
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,9,10,0,0,0,0,2,0,2,0,2,1,0,2,0,9,10,0,0,0,0,2,0,2,0,2,1,0,2,0,false
0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,11,12,1,0,1,0,1,0,1,0,1,4,0,1,0,11,12,1,0,1,0,1,0,1,0,1,4,0,1,0,false
0,0,0,0,0,0,0,0,1,0,0,2,3,1,1,1,3,0.5,0.230769,3,3,1,1,0.230769,3,0,0,0,0,0,10,12,1,0,1,0,2,0,1,0,2,2,0,1,0,10,12,1,0,1,0,2,0,1,0,2,2,0,1,0,false
0.146067,1,4,1,0.180556,0.193548,13,12,2,3,3,15,5,4,3,5,11,0,0,0,0,0,4,0,0,0,0,0,0,0,62,72,4,0,4,0,6,0,3,0,6,30,0,3,0,62,72,4,0,4,0,6,0,3,0,6,30,0,3,0,true
0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,2,3,0,0.142857,2,0,0,2,0.142857,2,0,0,0,0,0,12,15,1,0,1,0,1,0,1,0,1,6,0,1,0,12,15,1,0,1,0,1,0,1,0,1,6,0,1,0,false
0.218487,1,4,1,0.282609,0.3,13,12,1,3,3,11,6,1,1,6,10,0,0,0,0,0,3,0,0,0,0,0,0,0,40,46,1,0,1,0,4,0,2,0,4,19,0,2,0,40,46,1,0,1,0,4,0,2,0,4,19,0,2,0,false
0.022837,1,1,1,0.015236,0.017974,11,11,1,4,4,127,59,10,8,125,166,0.115385,0.080071,45,38,3,23,0.07413,49,2,2,0,0,1,517,619,10,9,10,9,41,0,25,0,41,294,0,25,0,612,722,15,9,15,9,50,0,31,0,50,349,0,31,0,true
0,0,0,0,0,0,0,0,1,2,2,3,3,0,0,3,4,0,0,0,0,0,2,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,1,0,1,6,0,1,0,12,12,0,0,0,0,1,0,1,0,1,6,0,1,0,false
0,0,0,0,0,0,0,0,1,4,2,6,4,1,0,4,5,0,0,0,0,0,2,0,0,1,1,0,0,1,21,22,0,0,0,0,1,0,1,0,1,12,0,1,0,21,22,0,0,0,0,1,0,1,0,1,12,0,1,0,false
0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,1,3,0.5,0.230769,3,3,1,1,0.230769,3,0,0,0,0,0,10,12,1,0,1,0,2,0,1,0,2,2,0,1,0,10,12,1,0,1,0,2,0,1,0,2,2,0,1,0,false
0.264,1,1,1,0.186441,0.203704,11,11,1,1,1,14,3,1,2,4,9,0,0.018182,1,0,0,4,0.018182,1,0,0,0,0,0,54,59,4,0,4,0,5,0,3,0,5,35,0,3,0,54,59,4,0,4,0,5,0,3,0,5,35,0,3,0,false
0,0,0,0,0,0,0,0,1,2,2,10,9,0,0,11,16,0.8,0.109589,8,6,4,1,0.095238,8,1,1,0,0,1,65,90,2,1,0,0,5,0,4,0,38,46,0,33,0,76,101,2,1,0,0,8,0,7,0,41,50,0,36,0,false
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,false
